Words;T1_lev1;T2_lev1;T3_lev1;T4_lev1;T5_lev1;T6_lev1;T7_lev1;T8_lev1;T9_lev1;T10_lev1;T1_lev2;T2_lev2;T3_lev2;T4_lev2;T5_lev2;T6_lev2;T7_lev2;T8_lev2;T9_lev2;T10_lev2;T11_lev2;T12_lev2;T13_lev2;T14_lev2;T15_lev2;T16_lev2;T17_lev2;T18_lev2;T19_lev2;T20_lev2;T21_lev2;T22_lev2;T23_lev2;T24_lev2;T25_lev2;T26_lev2;T27_lev2;T28_lev2;T29_lev2;T30_lev2;T32_lev2;T33_lev2;T34_lev2;T35_lev2;T36_lev2;T37_lev2
novelti;3,77E-05;1,56E-05;5,77E-05;0;9,47E-06;0;1,17E-05;5,42E-05;1,24E-11;5,48E-05;0;0;0;0;0;4,42E-05;0;5,31E-10;0;2,49E-05;3,35E-05;0;0;0;0;5,45E-05;0;0;0,000159523;0;0;0;8,37E-05;0;2,32E-11;0,000163565;0;0;7,07E-05;0;9,20E-05;0;0,000196911;0;0;2,79E-05
airport;0;6,76E-05;0;0;0;0;0;6,67E-05;0;0;0;0;0;0;0;0;0,000346537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00021279;0;0;0;0;0;0;0
passeng;7,64E-06;7,43E-06;0;0;2,05E-05;0;7,67E-06;4,58E-05;0;3,71E-06;0;0;3,74E-05;0;0;2,71E-05;0;0;0;0;0;0,000174983;0;6,82E-05;0;0;0;0;0;0;0;0;0;0;0;0;3,07E-05;0;7,54E-05;0;0;0;0;0;0;0
condemn;0;0;0;0;2,78E-05;0;0;0;0;0;0;0;0,00014885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nonsoci;0;0;0;0;0,000122175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,09E-05;0;0;0,000519989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shyness;0;0;0;0;3,89E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000184331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tempera;0;0;0;0;0,000188816;0;0;0;0;0;0;0;0;0;0;0;0;0,000748551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
eugenol;8,82E-05;0;0;0;0;1,15E-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,92E-05;0;0;0;0;0;0;0;0;0,000163321;0;0;0;0;0;0;0;0;0
abolish;0,000118639;0;3,61E-09;0;3,06E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000127164;0;0;0;0;0;0;0;0,000163008;0;0;0;0;0;0;0;6,25E-05;0;0
indigen;4,51E-06;3,26E-08;0,000133427;0;0;0;1,36E-14;0;0,000133072;0;0;0;0,000359357;0;0;0;0;0;0;0;0;0;0;0;3,97E-05;0,000138649;0;2,08E-05;0;0;0;7,65E-07;0;0;0;0;0;0;0;1,54E-05;0;0,000160166;3,60E-08;0;7,49E-05;0
unlimit;2,60E-05;4,89E-06;0;0;5,66E-06;0;1,23E-05;4,27E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,04E-05;0;2,79E-05;0;0;0;0;3,30E-05;0;3,86E-05;0;0;0;7,27E-06;0;0;0;3,75E-05;0
pigment;0;0;0,000231236;0,0001357;0;0;0;0;0;0;4,27E-05;0;0;1,17E-14;0;0;0;0;0;0;0;0;0;0;0;0,0005395;0;0;0;0;0;7,98E-05;0;0;0;0;5,15E-12;7,94E-08;0;0;0;0;0,000317505;4,87E-05;0;0
restart;0;0;0;0;0;4,42E-05;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0,00014758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45E-05
capensi;0;0;6,30E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,89E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000172089;0;0;0
mycolog;0;0;8,83E-05;0;0;0;0;0;0;0;0;0;0;3,44E-05;0;0;0;0;0;9,10E-09;0;0;0;0;0;0,000148108;0;0;0;0;0;0;0;0;0;0;3,22E-05;0;0;0;0;0;9,19E-14;0;0;0
granger;0;0;0;0;2,38E-05;1,41E-07;0;0;0;2,40E-05;0;0;0;0;0;7,32E-05;0;0;0;0;0;0;0;3,07E-05;0;0;0;0;0;0;0;0;0;0;0;0,000120255;0;0;0;0;0;0;0;0;0;0
temporo;0;0;0;0;5,45E-05;1,61E-05;0;0;0;0;0;0;0;0;0;0;0;1,93E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;3,47E-05;0;0;0;0,000284054;0;0;0;0;0;0;0;0;0;0
boredom;0;0;0;0;7,77E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000368653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
compost;0;0,000251104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000246455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000925505;0
calcium;0,00030835;0;0;0,000163986;0;1,69E-05;5,65E-05;0;0;0;4,83E-14;0;0;0;0;0;0;0;5,22E-05;0;0;0;0;0;0;0;0;0,0006972;0;0;3,31E-05;0,000158281;0;0;0;0;0;8,33E-06;0;0;0;0;0;0;0,000432877;0
carotid;9,83E-06;0;0;0;0;0,000119558;5,64E-05;0;0;0;0;0;0;0,000868805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
linolen;0;0;0;8,15E-05;0;0;0;0;0;0;0,000193287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
roadway;0;7,73E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,97E-05;0;0;0;0;0;0;0;0;0;0;0,00025933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
unsatur;0;3,22E-05;0;7,37E-05;0;0;0,000144843;0;0;5,31E-06;0;4,25E-05;0;0;0;0;0;0;0;3,47E-12;0;0;0;0;0;0;0;0;0;0;0,000653971;0;0;0;0;0;0;0;0;0;1,06E-05;0,000110077;0;0,000134089;1,36E-10;0
verilog;0;0;0;0;0;0;0;0;0;3,07E-05;0;0;0;0;5,35E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,36E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
polyest;0;5,31E-15;0;0,000127466;0;0;0,000147941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000475893;0,000478064;0;0;0;0;0;0;0;0;0;0;0;0;0;0
undesir;1,50E-05;3,48E-05;0;0;2,62E-05;0;3,92E-05;0;6,30E-05;7,09E-05;0;0;4,51E-05;9,24E-06;0;6,11E-05;0;0;0;0,00024901;0;0;0;0;0;0;0;2,11E-05;0;7,73E-05;1,01E-15;2,65E-05;8,65E-05;0;0,000222832;0;0;0;0;0;0,000136764;0;0;9,12E-14;1,72E-14;5,72E-05
pretest;0;0;0;0;0;0;0;0;7,87E-05;0;0;0;0;0;0;0;0;6,76E-05;0;0;0;0;0;0;0,000239216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wavelet;0;0;0;0;0;0;0;0;0;0,000342269;0;0;0;0;0;0,001319928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
contend;1,98E-05;8,21E-06;0;0;4,44E-05;0;1,09E-05;0;0;0;0;0;0,000111989;0;0;0;3,18E-12;0;0;0;0;2,72E-05;0;3,21E-05;0;0;0;0;0;8,77E-05;0;0;0;0;0;0;0;0;0;0;3,42E-05;0;0;7,96E-05;3,07E-05;0
elector;0;0;0;0;7,22E-05;0;0;0;0;0;0;0;0,000386991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
turnout;0;0;0;0;4,44E-05;0;0;0;0;0;0;0;0,000238153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
aegypti;0;0;6,30E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000149296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
progeni;0;0;0,000226972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000467709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,15E-05;0
mammari;6,71E-05;0;0;0;0;2,50E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000447439;0;0
postnat;0,000166186;0;0;0;0;1,59E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000222848;0;0;0;0;0;0;0;0,000104427;0;0,00014073;0;0;0;0;0;0;0;0
unbound;0;5,78E-06;1,15E-05;0;0;0;0;2,30E-05;0;9,78E-06;0;0;0;0;7,84E-05;0;2,83E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,66E-05;1,96E-05;0;0;3,05E-05;0;0;0;0;0;0;0;0;0
synergi;4,91E-06;0;8,33E-05;0;0;0;0;3,43E-05;0;2,53E-05;0;0;0;0;0;5,09E-05;2,63E-10;0;0;0;0;0;0;0,000122133;0;0;0;1,98E-05;3,70E-05;0;0;0;0;0;6,56E-14;0;0;0;0;0;4,36E-05;0;0,000308068;0;0;0
startup;0;0;0;0;0;0;0;0;0;4,09E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000181523;0;0;0;0;0;0;0;0;4,56E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
coolant;0;0;0;0;0;0;0,000457573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001888345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
undoubt;3,14E-05;5,86E-06;2,73E-05;2,97E-05;8,73E-06;0;3,70E-06;0;2,95E-05;0;4,73E-12;0;0;0;0;0;0;0;8,82E-05;0;0;0;0;2,87E-05;0;5,45E-05;4,11E-05;4,32E-08;0;0;0;0;0;0;0;3,42E-05;6,55E-05;0;0;0;0;0;0;0;0,000106292;0
outlier;0;0;6,82E-05;0;0;0;0;0;8,25E-06;0,000166243;0;0,000143148;0;0;0;0,000596212;0;0;0;0;0;0;0;0;0;0,000128822;0;0;2,02E-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trophic;2,23E-05;5,50E-05;8,73E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00020302;0;0;0;0;0;7,59E-05;0;3,68E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000241025;0;6,07E-05;0
interst;5,53E-05;0;4,87E-05;2,38E-05;0;1,18E-05;2,38E-05;0;0;0;0;0;0;0,000201888;0;0;0;0;0;6,44E-07;0;0;0;0;6,58E-05;3,34E-05;0;5,16E-05;0;0;0;0;0;0;0;0;2,46E-11;0;0;0;0;0;0;0;0,000115457;4,10E-05
reposit;5,71E-06;0;0;0;0;7,62E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000371818;0;0;0;0;0;0;0;0;0;0;0;0;0;0
quantiz;0;0;0;0;0;0;0;0;0;0,000137929;0;0;0;0;0;0,000132221;0;0;0;0;5,45E-05;0;0,000109379;0;0;0;0;0;0;0;0;0;0,000327529;0;0;0;0;0;0;0;0;0;0;0;0;0
cleavag;8,08E-05;0;0;0,000288991;0;0;0;0;0;0;0,000571563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000253628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
feminin;0;0;0;0;0,000199923;0;0;0;0;0;0;0;0,001071647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
subcrit;0;0;0;0;0;0;9,59E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000318259
congest;3,21E-06;2,87E-05;0;0;0;1,87E-05;0;8,17E-05;0;0;0;0;0;9,05E-05;0,000212592;0;2,76E-05;0;2,71E-05;0;0;0;0;0,000191895;0;0;0;0;0;0;0;0;0;0;1,60E-05;0;0;3,40E-07;0;0;0;0;0;0;0;0
ireland;0;1,86E-05;4,71E-06;0,000237599;3,57E-05;0,000170411;0;4,16E-05;0,00017168;0;0,000506577;0;0,000116161;0;0;0;4,21E-06;7,55E-05;0,000675174;0;0,00011662;0,000263233;2,05E-05;0,000165774;7,67E-05;7,69E-05;0;0;8,29E-10;0;0;1,82E-05;0;0;0;5,83E-05;0;0;0;0;0;0;0;0;0;0
outlook;1,84E-06;0;0;0;1,20E-05;0;5,29E-06;5,21E-05;5,90E-05;0;0;0;0;0;0;0;8,95E-10;0;0;0;0;8,32E-05;0;6,43E-05;0;0;2,17E-07;0;0;0;0;0;0;0;1,61E-09;0;0;0;8,14E-05;0,000177327;0;0;0;0;0;0
outward;0;0;0;0;0;7,58E-06;5,14E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000126185;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0;0;0;0;0;0;6,99E-05
gallium;0;7,14E-06;0;0;0;0;4,84E-05;0;0;1,19E-05;0;1,70E-05;0;0;0;0;0;0;0;0;0;0;0;8,25E-05;0;0;0;0;0;0;0;0,000164913;4,22E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
chimney;0;2,40E-05;0;0;0;0;5,37E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000335038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
downcom;0;0;0;0;0;0;3,69E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000152296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nocturn;0;1,37E-05;5,17E-14;2,04E-15;0;4,32E-05;0;0;0;0;0;0;0;8,77E-05;0;0;0;4,87E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000151814;0;0;0
cassett;1,19E-05;0;9,15E-05;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,61E-05;0;0;0;0;0;0;0;0;0,000372927;0;0;0;0;0;0;0;0;0
abdomen;0;0;0;0;0;5,89E-05;0;0;0;0;0;0;0;0,00018652;0;0;0;0;4,03E-05;0;0;3,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chamber;4,84E-05;0;6,88E-07;0,000514132;0;0;0,000264134;0;2,75E-05;0;0;1,99E-07;0;0;0;0;0;0;2,42E-06;0;0;0;0;5,35E-05;0,000119927;0;0;5,90E-05;0;0;0;0;0;0;0;0;0;0;0;0;0,000104539;0;0,000152089;0;0,001543972;0,0005801
bandgap;0;0;0;3,73E-06;0;0;0;0;0;3,92E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000137555;0;0;0;0;0;0;0;6,02E-05;0;0;0;0;0
coalesc;0;0;9,85E-05;0;0;0;1,62E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000221312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,34E-05
nanofib;0;0;0;0,000267633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000523563;0;0;0;0;0;0;0;0;0;0;0;0;0,000230076;0
nowaday;0;0;0;0;0;0;0;0,000396767;0,000260634;1,71E-05;0;0;0;0;0,00035266;6,49E-12;4,90E-05;0;0;0;0;0;5,32E-05;5,24E-05;0,000118724;0;0;0;0;0;0;0,000131978;1,47E-05;0;0,000418148;0;0;0;0,00046032;0,000502132;5,03E-05;0;0;0;0;0
deactiv;0;0;0;2,33E-05;1,65E-07;1,42E-05;0;0;0;5,35E-06;5,46E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,29E-05;0;0;5,61E-05;0;0;0;0;0;0;0;0;0;0
doctrin;0;0;0;0;0;0;0;1,28E-08;3,94E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000107946;0;0;0;0;0;4,38E-05;0;0;0;4,34E-12;0;1,27E-05;0;0;0;0;0;0;0;0;0;0;0
offshor;0;7,11E-05;0;0;0;0;0,000264011;1,32E-06;0;0;0;8,46E-05;0;0;0;0;0;0;0;0,000644213;0;0;0;8,70E-05;0;0;0;0;0;0;0,000137879;0;0;0;0;0;0;0;0;0;0,000212389;5,67E-05;0;0;0;0,000193975
saharan;0;0,000125551;6,31E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000300709;0;0;0,000115396;0;0;0;0;0;2,96E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000131791;0;0;0;0
receipt;0;0;0;0;2,55E-08;0,000139844;0;0;1,25E-15;0;0;0;0;0;0;0;0;0,000212841;0;0;0;0;0,000224539;0;0;0;0;0;0;0;0;0;0;0;0;1,86E-05;0;0;0;0;0;0;0;0,000124161;0;0
downhol;0;0;0;0;0;0;6,64E-05;0;0;4,13E-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000193382;0;0;0;0;7,53E-05
biliari;5,29E-05;0;0;0;0;0;0;0;0;0;3,49E-05;0;0;4,86E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;6,36E-05;0;0;0;0;0;0;0;0;0;2,25E-11;0;0;0;0;0;0;0;0
unchang;0,000114009;0;0;0,000100451;2,49E-05;0;1,19E-05;0;0;6,30E-05;0,00019139;0;6,76E-05;0;0;0,000191176;0;0;0;0;0;2,36E-05;4,80E-05;0;0;0;2,84E-12;0,00014658;0;3,38E-05;0;5,36E-05;0;0;0;0;0;0,000127295;0;0;8,22E-05;2,87E-05;0;0;0;0
primaci;0;0;0;0;6,11E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00024836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
clearer;3,27E-15;0;2,42E-05;0;5,73E-06;0;0;1,44E-05;0;0;0;0;0;0;5,78E-05;0;0;0;0;0;0;0;0;0;0;3,51E-05;2,41E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,72E-05;0;0;0
timelin;7,33E-06;0;0;0;0;0;0;1,36E-05;2,54E-05;0;0;0;0;3,57E-05;4,53E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;3,90E-05;0;0;0;2,63E-05;0;0;1,68E-05;0;0
unavail;1,68E-05;4,35E-05;1,04E-05;0;0;0;6,92E-06;3,69E-05;3,77E-05;7,83E-06;0;0,000144054;0;0;0;2,07E-05;5,04E-05;0;0;0;0;0;0,000150767;0;2,21E-05;0;0;0;8,57E-05;0;0;0;0;3,08E-05;0;5,61E-05;0;0;3,50E-05;0;5,36E-08;0;6,08E-05;2,66E-05;0;0
rheumat;2,07E-11;0;0;0;0;0,000471168;0;0;0;0;0;0;0;0;0;0;0;0;0,001573928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
verdict;0;0;0;0;6,66E-05;0;0;0;0;0;0;0;0,000357223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
refract;0;5,56E-06;0;0,000106311;0;0;0;2,28E-11;0;0;0;4,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;3,36E-05;0;0;0;0;0;2,94E-05;0,000219757;0;0;0;0;0;0;0;0;0;0;0;0;0;0
greener;0;3,42E-05;0;0;0;0;0;2,59E-05;0;0;0;0;0;0;0;0;6,58E-05;0;0;0;0;0;0;0,000145781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,20E-05;0;0;0;0;0;0;0
urinari;0;0;4,41E-05;0,00102749;0;0,000126642;0;0;0;0;0,002869916;0;0;4,14E-05;0;0;0;0;9,51E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,79E-12;0;0
circumv;4,58E-06;0;1,13E-05;1,48E-05;5,74E-06;0;1,19E-05;1,17E-05;0;4,08E-05;0;0;3,07E-05;2,96E-05;0;0;0;0;0;0;0,000113792;0;0,000184407;0;0;0;0;0;0;0;0;0;2,54E-05;0;0;0;4,05E-05;0;0;0;0;0;0;0;0;0
cellulo;0;0;0;0,000349086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,94E-15;0;0;0;0;0;0;0;0;0;0;0;0,000324899;0;0,000705144;0
soliton;0;0;0;0;0;0;6,64E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000201116;0;0;0;0;0;0;0;0;0;0;0;0;0
prevail;0;6,41E-05;5,07E-05;2,39E-05;1,57E-05;0;2,78E-05;0;8,18E-05;1,01E-05;0;3,25E-10;5,33E-05;0;0;0;0;0;0;0,000356829;2,36E-05;0;0;5,34E-05;0;4,37E-05;6,35E-05;0;6,12E-05;0;0;0;2,19E-05;0;0;0;0;0;0;4,78E-05;0;4,34E-08;6,86E-05;0;7,73E-05;0,000113234
william;2,11E-05;0;6,29E-08;0;4,20E-05;0;2,38E-14;0;0;1,04E-05;0;0;0;0;0;0;0;0;0;0;4,11E-05;4,11E-07;0;0;0;0;0;0;0;0,000192933;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000100731;0;0
passion;0;0;0;2,27E-05;1,46E-05;0;0;0;3,37E-06;0;0;0;0;0;0;0;0;4,36E-11;0;0;0;0;0;0;0;0;0;0;0;5,51E-05;0;0;0;3,71E-05;0;0;0;0;0;1,25E-05;0;0;0;0;0;0
smarter;0;0;0;0;6,45E-06;0;0;4,80E-05;0;0;0;0;0;0;0;1,28E-05;0;0;0;0;0;0;0;0;1,07E-05;0;1,65E-05;0;0;0;0;0;0;0;0;0;0;0;0,000175655;0;0;0;0;0;0;0
jamaica;0;1,25E-05;0;0;2,26E-05;0;0;0;0;0;0;0;0,000119082;0;0;0;5,61E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
xenopus;0;0;0,000252192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00061349;0;0;0;0;0;0;0;0;0
restaur;0;0;0;0;3,30E-05;2,88E-15;0;0;4,76E-05;0;0;0;0,00022067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000186589;0;0
georgia;0;6,09E-06;0;0;0;0;0;0;6,34E-05;0;0;0;3,65E-05;0;0;0;0;6,86E-05;0;0;0;0;0;0;9,37E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,91E-05;0;0;0;1,37E-05
physico;0;6,71E-05;0;0,000134779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,96E-05;0;0;0;0;0;0;0;0;0;0;0;0;0,000619897;0
pursuit;1,78E-05;2,13E-05;0;0;7,01E-05;0;1,21E-16;0;2,62E-05;1,40E-05;0;5,21E-05;0;0;0;4,14E-05;1,56E-05;0;5,90E-05;0;0;8,43E-05;0;3,42E-05;0;0;0,000167361;0;0;9,98E-05;0;0;0;0;0;0;0;0;0;2,53E-05;0;0;4,26E-05;2,82E-08;0;0
impetus;1,24E-05;0;0;1,13E-05;0;0;0;2,96E-05;5,05E-05;0;2,25E-05;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;1,80E-07;0;0;0;0;0;0;0;0;0;3,86E-05;0,000168171;0;0;0;0;0;0
lysozym;0;0;7,90E-05;0,000113302;0;0;0;0;0;0;0,000167602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,06E-10;0;0;0;0;0;0;0;0;0;0;7,35E-05;0,000189275;0;0;0;0;0;0;0;0
veteran;0;0;0;0;0;0,000246669;0;0;1,96E-05;0;0;0;0;2,20E-07;0;0;0;0,000669311;0,000137543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
abdomin;0;0;0;1,08E-08;0;0,000272387;0;0;0;0;0;0;0;8,20E-05;0;0;0;0;0,000814221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,85E-05;0;0;0;0;0;0;0;0
whitney;7,79E-06;0;0;1,41E-05;0;7,29E-05;0;0;0;0;0;1,88E-05;0;0;0;0;0;0;2,12E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000286674;0;0;0;0;0;0;0;0
toddler;0;0;0;0;7,77E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000368653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
heritag;0;7,27E-06;1,55E-05;0;1,54E-05;0;0;9,78E-16;0,000132897;0;0;9,29E-06;0,000104706;0;0;0;0;0;0;0,000359882;0;0;0;0;0;0;0;0;0,000137265;0;0;0;0;0;0;0;0;0;4,67E-05;0;0;0;0;0;0;0
booster;4,12E-06;0;1,61E-05;0;8,33E-06;0;1,65E-05;0;0;1,29E-05;0;0;2,97E-05;0;0;0;0;0;2,66E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;5,32E-05;0;0;0;6,06E-05;0;0;5,86E-11;0;0;0;0;0;3,83E-05
tilapia;0;3,32E-05;4,84E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000286967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trivial;0;1,17E-05;0;1,25E-05;9,75E-06;0;4,49E-05;9,17E-05;0;1,63E-05;2,36E-05;4,09E-05;0;1,11E-05;0,000131698;3,46E-05;0;0;0;0;1,54E-11;0;0,000109211;2,50E-05;0;0;0;0;0;3,81E-05;0;1,56E-05;5,14E-06;0;0;0;0;0;0,000149265;0;0;1,43E-05;0;0;8,53E-09;0,000166116
catfish;0;0;7,57E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000109053;0;0;0;0;0;0;0;0;0;0;5,46E-05;0;0;0;0;1,61E-05;0;0;0;0
harsher;0;6,78E-06;0;0;2,19E-05;0;0;0;0;0;0;0;0,000119192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,64E-05;0;0;0
